response,answer,table_id,key,question
"Olivia Cooke starred in the following roles: Meg Demoys in Blackout, Nancy Linnet in The Secret of Crickley Hall, Emma Decody in Bates Motel, Loch Ness Monster (voice role) in Axe Cop, Becky Sharp in Vanity Fair, and she is currently in production for Modern Love.","Olivia Cooke played the role of Emma Decody in Bates Motel from 2013 to 2017, and in 2018 starred as Becky Sharp in Vanity Fair.",totto_source/train_json/example-863.json,8564,Which roles did Olivia Cooke star in?
"Rohini Hattangadi acted in the Marathi language shows Char Divas Sasuche, Vahinisaheb, and Honar Sun Me Hya Gharchi.","Hattangadi acted in the Marathi Char Divas Sasuche on ETV Marathi, Vahinisaheb and Honar Sun Me Hya Gharchi on Zee Marathi",totto_source/train_json/example-3998.json,11699,In which Marathi language shows did Hattangad act?
Patti Murin played the roles of Ensemble in Mirette at York Theatre Company and Daphne in Fly By Night at Playwrights Horizons.,Patti Murin played the Off-Broadway roles of Ensemble in Mirette at the York Theatre Company and Daphne in Fly By Night at Playwrightd Horizons.,totto_source/dev_json/example-1791.json,1792,What Off-Broadway roles did Patti Murin play?
"In 2014, Talitha Bateman played the role of a cheerleader in the episode ""Pilot"" of Maker Shack Agency. 
In 2015, Talitha Bateman played the role of Scarlett Kincaid in 3 episodes of Hart of Dixie.",Talitha Bateman appeared in the pilot episode of Maker Shack Agency in 2014 and played as Scarlett Kincaid in three episodes of Hart of Dixie in 2015.,totto_source/train_json/example-13706.json,21407,What television roles did Talitha Bateman play in 2014 and 2015?
"In 2009, Julie Warner played the role of Rose Pinchbinder in the TV show ""True Jackson, VP"" in the episode titled ""Keeping Tabs"".","In 2009, Julie Warner played Rose Pinchbinder in the TV show True Jackson, VP in the episode ""Keeping Tabs"".",totto_source/dev_json/example-944.json,945,Which single-episode role did Julie Warner play in 2009?
"Until 1993, the Speaker of the House of Representatives of Yemen was Dr. Yasin Said Numan. He was replaced by Sheikh Abdullah ibn Husayn al-Ahmar.","In Yemen, Numan was the Speaker of Parliament, until the election of 1993 when he was replaced by Abdullah ibn Husayn al-Ahmar.",totto_source/train_json/example-231.json,7932,"Who was Speakers of the House of Representatives of Yemen until 1993, and who replaced him?"
God's Army 2: States of Grace (2005) was directed by Richard Dutcher. Two other films directed by Richard Dutcher are God's Army (2000) and Brigham City (2001).,God's Army 2: States of Grace (2005) – A sequel to God's Army by Richard Dutcher and Brigham City (2001) was also directed by Dutcher.,totto_source/train_json/example-601.json,8302,Who was God's Army 2: States of Grace (2005) directed by and which two films were also directed by the same director?
"Brooks Ashmanskas appeared as Alan in the play ""God of Carnage"" in 2012 at the Huntington Theatre Company.",Brooks Ashmanskas appeared in God of Carnage in 2012 as Alan.,totto_source/train_json/example-4708.json,12409,When and in what play did Brooks Ashmanskas appear as Alan?
"In 2011, Lesley-Ann Brandt played the roles of Naevia in Spartacus: Gods of the Arena, Camille Jordanson in CSI: NY, and Adriana in Memphis Beat.","In 2011, Lesley-Ann Brandt appeared in A Beautiful Soul as Angela Barry.",totto_source/train_json/example-2025.json,9726,Which roles did Brandt play in 2011?
"In 2004, Aguilera won the Grammy Award for Best Female Pop Vocal Performance, and it was for the song ""Beautiful"".","In 2004, Aguilera won a Grammy Award for the Best Female Pop Vocal Performance for ""Beautiful"".",totto_source/train_json/example-13512.json,21213,Which Grammy Award did Aguilera win in 2004 and what song was it for?
"CJ Baran produced the songs ""Emotion"" and ""Let's Get Lost"" for Carly Rae Jepsen's album E-MO-TION.","CJ Baran wrote and produced the songs ""Emotion"" and ""Let's Get Lost"" of Carly Rae Jepsen's album E-MO-TION.",totto_source/train_json/example-278.json,7979,What songs did CJ Baran produce for Carly Rae Jepsen and for what album?
Kapoor & Sons was nominated for the Best Supporting Actor award at the Filmfare Awards in 2017.,Kapoor & Sons earned Khan the Diversity Award at the Indian Film Festival of Melbourne and a nomination for Best Supporting Actor at the Filmfare Awards.,totto_source/train_json/example-4659.json,12360,What awards did Kapoor & Sons win and was nominated for?
"In 2005, Santhoshi appeared in the Telugu language film ""Nuvvostanante Nenoddantana"" and in 2006, she appeared in the Telugu language film ""Bangaram"".","Santhoshi appeared in Telugu films such as Nuvvostanante Nenoddantana (2005), Okkade (2005), and Bangaram (2006).",totto_source/train_json/example-13893.json,21594,"In 2005 and 2006, which Telugu language films did Santhoshi appear in?"
"Yes, Oklahoma has an indoor football team called the Oklahoma Defenders.",The Oklahoma Defenders are an indoor football team that plays in the CPIFL in Tulsa.,totto_source/dev_json/example-1487.json,1488,Does Oklahoma have any indoor football teams?
"Conor Dwyer finished in 4th place with a time of 3:44.01, and Connor Jaeger finished in 5th place with a time of 3:44.16.","Conor Dwyer (3:44.01) and fellow American Connor Jaeger (3:44.16) finished off the podium in fourth and fifth respectively, separated by a 0.15-second margin.",totto_source/train_json/example-3945.json,11646,What were the results of Conor Dwyer and Connor Jaeger?
"The height of the new roller coaster made by Rocky Mountain Construction is 153 ft or 47 m, the drop is 147 ft or 45 m, and the length is 4,200 ft or 1,300 m.","Manufactured by Rocky Mountain Construction, the New Texas Giant stands 153 ft (47 m) tall and features a 79° drop stretching 147 ft (45 m).",totto_source/train_json/example-2368.json,10069,"What is the height, drop and length of the new roller coaster made by Rocky Mountain Construction?"
"In the Two-party-preferred result, the Liberal Party received 58.24% of the votes, resulting in a Liberal hold.","In Strathfield, the Liberal Party gained a swing of 2.28% on a two-party preferred basis.",totto_source/dev_json/example-2111.json,2112,How did the Liberal Party do on the Two-party-preferred result?
"Franklin D. Roosevelt won Oklahoma in the 1940 presidential election by receiving 474,313 votes, which accounted for 57.41% of the total votes.","Oklahoma was won by incumbent President Franklin D. Roosevelt, with 57.41% of the votes, against Wendell Willkie, with 42.23% of the votes.",totto_source/dev_json/example-1841.json,1842,Who won Oklahoma in the 1940 presidential election and by how much?
"Gary Dourdan appeared in the videos for ""Again"" by Janet Jackson and ""Move The Crowd"" by Eric B and Rakim.","Gary Dourdan appeared in Janet Jackson's video titled ""Again"", and in the music video ""Move the Crowd"" by Eric B & Rakim.",totto_source/train_json/example-4056.json,11757,Which two videos did Gary Dourdan appear in for Janet Jackson and Eric B and Rakim?
"In 2005, Gillian Anderson appeared in the TV series Bleak House as Lady Dedlock. 
In 2010, she appeared in the TV series Any Human Heart as Wallis, Duchess of Windsor. 
In 2011, she appeared in the TV series The Crimson Petal and the White as Mrs. Castaway, Moby Dick as Elizabeth, and Great Expectations as Miss Havisham. 
From 2013-2015, she appeared in the TV series The Fall as DSU Stella Gibson and in Hannibal as Dr. Bedelia Du Maurier.","Gillian Anderson appeared as Lady Dedlock in Bleak House (2005), Wallis Simpson in Any Human Heart (2010), Miss Havisham in Great Expectations (2011), and Dr. Bedelia Du Maurier on Hannibal (2013–2015).",totto_source/train_json/example-6746.json,14447,"What were Gillian Anderson's appearances in 2005, 2010, 2011, and continuously from 2013-2015?"
"In Midnight: Life Behind Bars, Dianna Agron played the role of Kelly. In CSI: NY, she played the role of Jessica Grant.","Agron played Kelly in the 2006 film After Midnight: Life Behind Bars, but her role in CSI:NY was Jessica Grant, who appears in one episode.",totto_source/train_json/example-1831.json,9532,Who did Dianna Agron play in Midnight: Life Behind Bars and CSI:NY?
"James Hamilton Lewis (D) was formally installed on April 14, 1939.
James M. Slattery (D) was formally installed on November 22, 1940.
Charles W. Brooks (R) was formally installed on November 22, 1940.","James Hamilton Lewis (D), until April 9, 1939 James M. Slattery (D), April 14, 1939 – November 21, 1940 Charles W. Brooks (R), from November 22, 1940.",totto_source/train_json/example-461.json,8162,"When did James Hamilton Lewis (D), James M. Slattery (D), and  Charles W. Brooks (R) were formally installed?"
"At the 2016 International Emmy Awards, the telenovela Verdades Secretas won the award for Best Telenovela and Grazi Massafera was nominated for Best Actress.","At the 2016 International Emmy Awards, Verdades Secretas earned a nomination for Best Actress, for Grazi Massafera's performance, and, won Best Telenovela.",totto_source/train_json/example-13849.json,21550,What awards and nominations did the telenova Verdades Secretas earn at the 2016 International Emmy Awards?
The last two finishers in the women's 200 metre individual medley at the 2012 Summer Olympics were Hannah Miley from Great Britain with a time of 2:11.29 and Katinka Hosszú from Hungary with a time of 2:14.19.,"Great Britain's Hannah Miley and Hungary's Katinka Hosszú finished 7th and 8th with times of 2:11.29 and 2:14.19, respectively.",totto_source/train_json/example-757.json,8458,Who were the last two finishers in the women's 200 metre individual medley at the 2012 Summer Olympics and what were their times?
"In the 2008 Carlton Football Club season, Chris Judd performed better than Marc Murphy and Brendan Fevola as he received the highest number of votes (472), while Marc Murphy came in second with 417 votes and Brendan Fevola came in third with 373 votes.",Judd (472 votes) won ahead of Marc Murphy (417 votes) and Brendan Fevola (373 votes).,totto_source/train_json/example-1260.json,8961,How did Judd do compared to Marc Murphy and Brendan Fevola in the 2008 Carlton Football Club season?
"In Silent Resident, Johanna Wokalek played the role of Anna. In North Face, she played the role of Luise Fellner.",Johanna Wokalek played Anna in Silent Resident in 2007 and starred as Luise Fellner in North Face.,totto_source/train_json/example-2396.json,10097,"What roles did Johanna Wokalek play in Silent Resident and North Face, respectively?"
Leandro de Oliveira represented Brazil at the 2011 World Cross Country Championships and he placed 73rd in the 12 km race.,Leandro de Oliveira represented Brazil at the 2011 World Cross Country Championships and placed 73rd in the 12 km race.,totto_source/train_json/example-13078.json,20779,W'hat country did Leandro de Oliveira represent at the 2011 World Cross Country Championships and how did he place?
"In April 1916, UB-16 sank the British steamers Perth and Robert Adamson.","UB-16 sank two British steamers: the 2,978-ton Robert Adamson on the 10thand the 3,091-ton Tregantle on the 22nd.",totto_source/train_json/example-2884.json,10585,Which British steamers did UB-16 sink in April 1916?
