id,question,response,answer,sql,r_num_cell,t_num_cell,linear_table
10229,What are some 2018 films that Farmiga took part in?,"in 2018, farmiga took part in the films ""what they had,"" ""the long dumb road,"" ""the nun,"" ""we have always lived in the castle,"" and ""the mule.""","farmiga played as emma ertz in the film, what they had and in the film, the long dumb road both of which premiered in 2018.",select title from T where year = 2018;,5,90,"title
what they had
the long dumb road
the nun
we have always lived in the castle
the mule"
592,What record did Leisel Jones achieve on August 12?,there is no record specified for leisel jones on august 12 in the table.,leisel jones established an olympic record of 1:05.17 in women's 100 metre breaststroke.,"select record from T where name = ""leisel jones"" and date = ""august 12"";",1,14,"record
or"
11321,In the 1975 National 500 Who won the race and what advantage did the winner receive?,richard petty won the race and received no differential/advantage as indicated by a differential of 0.,richard petty beat benny parsons which gave him an 878 points advantage after the 1975 national 500.,"select driver, differential from T ",20,50,"driver | differential
richard petty | 0
benny parsons | 878
dave marcis | 879
james hylton | 898
richard childress | 933
cecil gordon | 1083
darrell waltrip | 1176
elmo langley | 1328
cale yarborough | 1394
buddy baker | 1471"
14686,What were the main events in Vosk's career in 2016?,"in 2016, jessica vosk starred in the following productions: 
1. ""the bridges of madison county"" as a swing at the gerald schoenfeld theatre on broadway.
2. ""finding neverland"" as miss bassett/ensemble at the lunt-fontanne theatre on broadway.
3","vosk worked in the 2015-2016 production, fiddler on the roof, and then joined the cast of the national tour of wicked, in the role of elphaba.","select production, role, location, category from T ",24,36,"production | role | location | category
west side story | anita | louise m. davies symphony hall | san francisco symphony concert
the bridges of madison county | swing | gerald schoenfeld theatre | broadway
finding neverland | miss bassett / ensemble | lunt-fontanne theatre | broadway
fiddler on the roof | fruma sarah / golde (understudy) | broadway theatre | broadway
wicked | elphaba | n/a | national tour
wicked | elphaba | gershwin theatre | broadway"
1651,Did a candidate achieve a majority in the Tatton election?,"yes, a candidate achieved a majority in the tatton election. martin bell received 29,354 votes, which was a majority of 11,077 votes.","martin bell, from the independent party, achieved a majority of 11,077 votes over neil hamilton, from the conservative party.","select candidate, votes, ± from T;",39,91,"candidate | votes | ±
martin bell | 29354 | n/a
neil hamilton | 18277 | 17.6
sam hill | 295 | n/a
simon kinsey | 184 | n/a
burnel penhaul | 128 | n/a
john muir | 126 | n/a
michael kennedy | 123 | n/a
david bishop | 116 | n/a
ralph nicholas | 113 | n/a
julian price | 73 | n/a
majority | 11077 | none
turnout | 48792 | none
independent gain from conservative | swing | none"
11556,"Which films did Amulya star in 2008, 2010 and 2013?","amulya starred in the films ""chaitrada chandrama"" (2008), ""premism"" (2010), ""naanu nanna kanasu"" (2010), and ""shravani subramanya"" (2013).","amulya starred in the films, chaitrada chandrama (2008), naanu nanna kanasu (2010), and shravani subramanya (2013).","select film, year from T where year in (2008, 2010, 2013);",8,120,"film | year
chaitrada chandrama | 2008
premism | 2010
naanu nanna kanasu | 2010
shravani subramanya | 2013"
1689,What happened in the election in Wyoming?,"in the 1964 united states presidential election in wyoming, lyndon b. johnson (inc.) received 80,718 votes and barry goldwater received 61,998 votes.","wyoming was won by incumbent lyndon b. johnson (d), with 56.56 percent of the vote, against barry goldwater (r), with 43.44 percent of the vote.","select party, candidate, votes from T where party != ""total votes"";",6,18,"party | candidate | votes
none | lyndon b. johnson (inc.) | 80718
none | barry goldwater | 61998"
8033,What roles did Daniel Ings play between 2014 and 2017?,"between 2014 and 2017, daniel ings played the roles of rex in ""uncle"", robbie in ""mount pleasant"", luke in ""lovesick"", terence black in ""endeavour"", matt taverner in ""w1a"", simon in ""vera"", and commander mike parker in","daniel ings, appeared as matt taverner, in w1a (2014–2015), as simon in vera (2016), and as commander mike parker, in the crown (2016–2017).","select title, role from T where year between 2014 and 2017;",14,65,"title | role
uncle | rex
mount pleasant | robbie
lovesick | luke
endeavour | terence black
w1a | matt taverner
vera | simon
the crown | commander mike parker"
20996,Who won the Amsterdam Marathon in 1988 and the Rotterdam Marathon in 1989?,elena murgoci won the amsterdam marathon in 1988 and the rotterdam marathon in 1989.,elena murgoci won the amsterdam marathon in 1988 and the rotterdam marathon in 1989.,"select competition, position, year from T where (competition = ""amsterdam marathon"" and year = 1988) or (competition = ""rotterdam marathon"" and year = 1989);",6,35,"competition | position | year
amsterdam marathon | 1st | 1988
rotterdam marathon | 1st | 1989"
12913,In which two films did Ray Fisher first appear as a cameo role?,"ray fisher first appeared in a cameo role in the films ""batman v superman: dawn of justice"" as victor stone/cyborg.",ray fisher appeared first in a cameo role of victor stone / cyborg in batman v superman: dawn of justice (2016) and then in justice league (2017).,"select title, role from T where notes = ""cameo"";",2,10,"title | role
batman v superman: dawn of justice | victor stone / cyborg"
